,name,x1,y1,x2,y2
0,VisP,0.0,0.0,78.21673786340605,50.44539291232969
1,VisRL,4.834271726776002,0.0,52.508682354905794,36.63204296251364
2,VisAL,15.838564261989028,18.763045362817877,45.52751035873884,36.63204296251364
3,VisL,0.8662155678113805,21.13296903215536,39.84183941819669,47.63758169352778
4,VisLI,17.123095785756306,15.048762202559352,41.08714175099105,49.10582746440623
5,VisPL,17.123095785756306,27.818776942759932,78.21673786340605,50.44539291232969
6,VisPM,17.123095785756306,9.39417699567719,78.21673786340605,36.63204296251364
7,VisAM,17.123095785756306,0.0,58.44688534703816,36.63204296251364
8,VisPOR,17.123095785756306,27.818776942759932,39.84183941819669,36.63204296251364
