,name,x1,y1,x2,y2
0,VisP,0.0,0.0,92.0,60.0
1,VisRL,5.686161440791452,0.0,61.76170099407122,35.6959593453308
2,VisAL,18.629617546153405,16.280817765439064,53.55031502743853,39.8131905983604
3,VisL,1.0188590628493994,16.280817765439064,51.80011471895805,56.660375439618434
4,VisLI,29.936256196919015,16.280817765439064,51.80011471895805,58.4067142263102
5,VisPL,29.936256196919015,16.280817765439064,92.0,60.0
6,VisPM,29.936256196919015,11.17348061338751,92.0,31.374076100870766
7,VisAM,29.936256196919015,0.0,68.74632717766679,29.82963675685172
8,VisPOR,29.936256196919015,16.280817765439064,51.80011471895805,28.10372623305355
